Chr	Start	End	SNP Density
chr3A	224761710	232253767	0.0
chr3A	232253767	239745824	0.0
chr3A	239745824	247237881	0.0
chr3A	247237881	254729938	0.0
chr3A	254729938	262221995	0.0
chr3A	262221995	269714052	0.0
chr3A	269714052	277206109	0.0
chr3A	277206109	284698166	0.0
chr3A	284698166	292190223	0.0
chr3A	292190223	299682280	0.0
chr3A	299682280	307174337	0.0
chr3A	307174337	314666394	0.0
chr3A	314666394	322158451	0.0
chr3A	322158451	329650508	0.0
chr3A	329650508	337142565	0.0
chr3A	337142565	344634622	0.0
chr3A	344634622	352126679	0.0
chr3A	352126679	359618736	0.0
chr3A	359618736	367110793	0.0
chr3A	367110793	374602850	0.0
chr3A	374602850	382094907	0.0
chr3A	382094907	389586964	0.0
chr3A	389586964	397079021	0.0
chr3A	397079021	404571078	0.0
chr3A	404571078	412063135	0.0
chr3A	412063135	419555192	0.0
chr3A	419555192	427047249	0.0
chr3A	427047249	434539306	0.0
chr3A	434539306	442031363	0.0
chr3A	442031363	449523420	0.0
chr3A	449523420	457015477	0.0
chr3A	457015477	464507534	0.0
chr3A	464507534	471999591	0.0
chr3A	471999591	479491648	0.0
chr3A	479491648	486983705	0.0
chr3A	486983705	494475762	0.0
chr3A	494475762	501967819	6.673734596520022e-07
chr3A	501967819	509459876	1.3347469193040043e-07
chr3A	509459876	516951933	1.8686456870256058e-06
chr3A	516951933	524443990	2.802968530538409e-06
chr3A	524443990	531936047	9.343228435128029e-07
chr3A	531936047	539428104	3.470341990190411e-06
chr3A	539428104	546920161	1.4682216112344046e-06
chr3A	546920161	554412218	0.0
chr3A	554412218	561904275	1.8686456870256058e-06
chr3A	561904275	569396332	8.008481515824026e-07
chr3A	569396332	576888389	1.2012722273736038e-06
chr3A	576888389	584380446	0.0
chr3A	584380446	591872503	0.0
chr3A	591872503	599364560	2.6694938386080086e-07
chr3A	599364560	606856617	1.3347469193040043e-07
chr3A	606856617	614348674	0.0
chr3A	614348674	621840731	0.0
chr3A	621840731	629332788	0.0
chr3A	629332788	636824845	2.6694938386080086e-07
chr3A	636824845	644316902	5.338987677216017e-07
chr3A	644316902	651808959	3.2033926063296103e-06
chr3A	651808959	659301016	2.002120378956006e-06
chr3A	659301016	666793073	1.4682216112344046e-06
chr3A	666793073	674285130	9.343228435128029e-07
chr3A	674285130	681777187	1.3347469193040043e-07
chr3A	681777187	689269244	3.3368672982600107e-06
chr3A	689269244	696761301	9.343228435128029e-07
chr3A	696761301	704253358	0.0
chr3A	704253358	711745415	4.004240757912013e-07
chr3A	711745415	719237472	8.008481515824026e-07
chr3A	719237472	726729529	1.3347469193040043e-06
chr3A	726729529	734221586	2.4025444547472075e-06
chr3A	734221586	741713643	1.0677975354432034e-06
chr3A	741713643	749205700	1.3347469193040043e-07
chr3B	0	8295415	4.4602952353800265e-06
chr3B	8295415	16590830	3.2548100366286676e-06
chr3B	16590830	24886245	1.567130758376766e-06
chr3B	24886245	33181660	9.643881590010867e-07
chr3B	33181660	41477075	7.23291119250815e-07
chr3B	41477075	49772490	7.23291119250815e-07
chr3B	49772490	58067905	1.0849366788762226e-06
chr3B	58067905	66363320	2.410970397502717e-06
chr3B	66363320	74658735	2.89316447700326e-06
chr3B	74658735	82954150	6.027425993756792e-07
chr3B	82954150	91249565	0.0
chr3B	91249565	99544980	0.0
chr3B	99544980	107840395	6.027425993756792e-07
chr3B	107840395	116135810	2.410970397502717e-07
chr3B	116135810	124431225	8.438396391259509e-07
chr3B	124431225	132726640	6.027425993756792e-07
chr3B	132726640	141022055	1.2054851987513585e-06
chr3B	141022055	149317470	6.027425993756792e-07
chr3B	149317470	157612885	1.2054851987513584e-07
chr3B	157612885	165908300	4.821940795005434e-07
chr3B	165908300	174203715	1.2054851987513584e-07
chr3B	174203715	182499130	0.0
chr3B	182499130	190794545	0.0
chr3B	190794545	199089960	3.616455596254075e-07
chr3B	199089960	207385375	0.0
chr3B	207385375	215680790	0.0
chr3B	215680790	223976205	7.23291119250815e-07
chr3B	223976205	232271620	2.410970397502717e-07
chr3B	232271620	240567035	8.438396391259509e-07
chr3B	240567035	248862450	1.44658223850163e-06
chr3B	248862450	257157865	6.027425993756792e-07
chr3B	257157865	265453280	8.438396391259509e-07
chr3B	265453280	273748695	1.2054851987513584e-07
chr3B	273748695	282044110	1.2054851987513584e-07
chr3B	282044110	290339525	1.2054851987513584e-07
chr3B	290339525	298634940	0.0
chr3B	298634940	306930355	0.0
chr3B	306930355	315225770	0.0
chr3B	315225770	323521185	0.0
chr3B	323521185	331816600	0.0
chr3B	331816600	340112015	0.0
chr3B	340112015	348407430	0.0
chr3B	348407430	356702845	2.410970397502717e-07
chr3B	356702845	364998260	1.2054851987513584e-07
chr3B	364998260	373293675	4.821940795005434e-07
chr3B	373293675	381589090	1.2054851987513584e-07
chr3B	381589090	389884505	0.0
chr3B	389884505	398179920	0.0
chr3B	398179920	406475335	0.0
chr3B	406475335	414770750	6.027425993756792e-07
chr3B	414770750	423066165	6.027425993756792e-07
chr3B	423066165	431361580	0.0
chr3B	431361580	439656995	0.0
chr3B	439656995	447952410	0.0
chr3B	447952410	456247825	1.0849366788762226e-06
chr3B	456247825	464543240	2.410970397502717e-07
chr3B	464543240	472838655	8.438396391259509e-07
chr3B	472838655	481134070	2.169873357752445e-06
chr3B	481134070	489429485	1.9287763180021734e-06
chr3B	489429485	497724900	8.438396391259509e-07
chr3B	497724900	506020315	9.643881590010867e-07
chr3B	506020315	514315730	1.0849366788762226e-06
chr3B	514315730	522611145	8.438396391259509e-07
chr3B	522611145	530906560	9.643881590010867e-07
chr3B	530906560	539201975	0.0
chr3B	539201975	547497390	1.0849366788762226e-06
chr3B	547497390	555792805	1.44658223850163e-06
chr3B	555792805	564088220	1.6876792782519018e-06
chr3B	564088220	572383635	9.643881590010867e-07
chr3B	572383635	580679050	2.7726159571281244e-06
chr3B	580679050	588974465	2.89316447700326e-06
chr3B	588974465	597269880	7.23291119250815e-07
chr3B	597269880	605565295	7.23291119250815e-07
chr3B	605565295	613860710	2.410970397502717e-07
chr3B	613860710	622156125	2.410970397502717e-07
chr3B	622156125	630451540	9.643881590010867e-07
chr3B	630451540	638746955	0.0
chr3B	638746955	647042370	0.0
chr3B	647042370	655337785	3.616455596254075e-07
chr3B	655337785	663633200	4.821940795005434e-07
chr3B	663633200	671928615	1.6876792782519018e-06
chr3B	671928615	680224030	3.616455596254075e-07
chr3B	680224030	688519445	3.616455596254075e-07
chr3B	688519445	696814860	1.6876792782519018e-06
chr3B	696814860	705110275	9.643881590010867e-07
chr3B	705110275	713405690	1.3260337186264944e-06
chr3B	713405690	721701105	8.438396391259509e-07
chr3B	721701105	729996520	2.6520674372529888e-06
chr3B	729996520	738291935	1.44658223850163e-06
chr3B	738291935	746587350	1.8082277981270377e-06
chr3B	746587350	754882765	1.567130758376766e-06
chr3B	754882765	763178180	9.643881590010867e-07
chr3B	763178180	771473595	9.643881590010867e-07
chr3B	771473595	779769010	1.0849366788762226e-06
chr3B	779769010	788064425	6.027425993756792e-07
chr3B	788064425	796359840	1.2054851987513585e-06
chr3B	796359840	804655255	1.8082277981270377e-06
chr3B	804655255	812950670	6.027425993756792e-07
chr3B	812950670	821246085	1.3260337186264944e-06
chr3B	821246085	829541500	1.2054851987513585e-06
chr3D	0	6146373	3.904741869717311e-06
chr3D	6146373	12292746	1.4642782011439917e-06
chr3D	12292746	18439119	3.2539515580977593e-07
chr3D	18439119	24585492	9.761854674293277e-07
chr3D	24585492	30731865	1.6269757790488796e-07
chr3D	30731865	36878238	0.0
chr3D	36878238	43024611	1.6269757790488796e-07
chr3D	43024611	49170984	4.880927337146639e-07
chr3D	49170984	55317357	0.0
chr3D	55317357	61463730	0.0
chr3D	61463730	67610103	0.0
chr3D	67610103	73756476	0.0
chr3D	73756476	79902849	0.0
chr3D	79902849	86049222	0.0
chr3D	86049222	92195595	0.0
chr3D	92195595	98341968	0.0
chr3D	98341968	104488341	0.0
chr3D	104488341	110634714	0.0
chr3D	110634714	116781087	0.0
chr3D	116781087	122927460	0.0
chr3D	122927460	129073833	0.0
chr3D	129073833	135220206	0.0
chr3D	135220206	141366579	0.0
chr3D	141366579	147512952	0.0
chr3D	147512952	153659325	0.0
chr3D	153659325	159805698	0.0
chr3D	159805698	165952071	0.0
chr3D	165952071	172098444	0.0
chr3D	172098444	178244817	0.0
chr3D	178244817	184391190	0.0
chr3D	184391190	190537563	0.0
chr3D	190537563	196683936	0.0
chr3D	196683936	202830309	0.0
chr3D	202830309	208976682	0.0
chr3D	208976682	215123055	0.0
chr3D	215123055	221269428	0.0
chr3D	221269428	227415801	0.0
chr3D	227415801	233562174	0.0
chr3D	233562174	239708547	0.0
chr3D	239708547	245854920	0.0
chr3D	245854920	252001293	0.0
chr3D	252001293	258147666	0.0
chr3D	258147666	264294039	0.0
chr3D	264294039	270440412	0.0
chr3D	270440412	276586785	0.0
chr3D	276586785	282733158	0.0
chr3D	282733158	288879531	0.0
chr3D	288879531	295025904	0.0
chr3D	295025904	301172277	0.0
chr3D	301172277	307318650	0.0
chr3D	307318650	313465023	0.0
chr3D	313465023	319611396	0.0
chr3D	319611396	325757769	0.0
chr3D	325757769	331904142	0.0
chr3D	331904142	338050515	0.0
chr3D	338050515	344196888	0.0
chr3D	344196888	350343261	0.0
chr3D	350343261	356489634	0.0
chr3D	356489634	362636007	0.0
chr3D	362636007	368782380	0.0
chr3D	368782380	374928753	0.0
chr3D	374928753	381075126	0.0
chr3D	381075126	387221499	0.0
chr3D	387221499	393367872	0.0
chr3D	393367872	399514245	0.0
chr3D	399514245	405660618	0.0
chr3D	405660618	411806991	0.0
chr3D	411806991	417953364	0.0
chr3D	417953364	424099737	0.0
chr3D	424099737	430246110	0.0
chr3D	430246110	436392483	0.0
chr3D	436392483	442538856	0.0
chr3D	442538856	448685229	0.0
chr3D	448685229	454831602	0.0
chr3D	454831602	460977975	0.0
chr3D	460977975	467124348	0.0
chr3D	467124348	473270721	0.0
chr3D	473270721	479417094	0.0
chr3D	479417094	485563467	0.0
chr3D	485563467	491709840	0.0
chr3D	491709840	497856213	0.0
chr3D	497856213	504002586	0.0
chr3D	504002586	510148959	0.0
chr3D	510148959	516295332	0.0
chr3D	516295332	522441705	0.0
chr3D	522441705	528588078	6.507903116195519e-07
chr3D	528588078	534734451	0.0
chr3D	534734451	540880824	0.0
chr3D	540880824	547027197	0.0
chr3D	547027197	553173570	0.0
chr3D	553173570	559319943	0.0
chr3D	559319943	565466316	0.0
chr3D	565466316	571612689	0.0
chr3D	571612689	577759062	0.0
chr3D	577759062	583905435	0.0
chr3D	583905435	590051808	0.0
chr3D	590051808	596198181	1.7896733569537677e-06
chr3D	596198181	602344554	9.761854674293277e-07
chr3D	602344554	608490927	1.7896733569537677e-06
chr4A	0	7445217	9.402009370579796e-07
chr4A	7445217	14890434	4.029432587391341e-07
chr4A	14890434	22335651	9.402009370579796e-07
chr4A	22335651	29780868	8.058865174782683e-07
chr4A	29780868	37226085	6.715720978985569e-07
chr4A	37226085	44671302	1.2088297762174024e-06
chr4A	44671302	52116519	4.029432587391341e-07
chr4A	52116519	59561736	0.0
chr4A	59561736	67006953	1.3431441957971137e-07
chr4A	67006953	74452170	2.6862883915942273e-07
chr4A	74452170	81897387	1.3431441957971137e-07
chr4A	81897387	89342604	0.0
chr4A	89342604	96787821	0.0
chr4A	96787821	104233038	1.3431441957971137e-07
chr4A	104233038	111678255	0.0
chr4A	111678255	119123472	1.3431441957971137e-07
chr4A	119123472	126568689	1.3431441957971137e-07
chr4A	126568689	134013906	0.0
chr4A	134013906	141459123	0.0
chr4A	141459123	148904340	0.0
chr4A	148904340	156349557	0.0
chr4A	156349557	163794774	0.0
chr4A	163794774	171239991	0.0
chr4A	171239991	178685208	0.0
chr4A	178685208	186130425	0.0
chr4A	186130425	193575642	0.0
chr4A	193575642	201020859	0.0
chr4A	201020859	208466076	0.0
chr4A	208466076	215911293	0.0
chr4A	215911293	223356510	0.0
chr4A	223356510	230801727	0.0
chr4A	230801727	238246944	0.0
chr4A	238246944	245692161	0.0
chr4A	245692161	253137378	0.0
chr4A	253137378	260582595	0.0
chr4A	260582595	268027812	0.0
chr4A	268027812	275473029	0.0
chr4A	275473029	282918246	0.0
chr4A	282918246	290363463	0.0
chr4A	290363463	297808680	0.0
chr4A	297808680	305253897	0.0
chr4A	305253897	312699114	0.0
chr4A	312699114	320144331	0.0
chr4A	320144331	327589548	0.0
chr4A	327589548	335034765	0.0
chr4A	335034765	342479982	0.0
chr4A	342479982	349925199	0.0
chr4A	349925199	357370416	0.0
chr4A	357370416	364815633	0.0
chr4A	364815633	372260850	0.0
chr4A	372260850	379706067	0.0
chr4A	379706067	387151284	0.0
chr4A	387151284	394596501	0.0
chr4A	394596501	402041718	0.0
chr4A	402041718	409486935	0.0
chr4A	409486935	416932152	0.0
chr4A	416932152	424377369	0.0
chr4A	424377369	431822586	0.0
chr4A	431822586	439267803	0.0
chr4A	439267803	446713020	0.0
chr4A	446713020	454158237	0.0
chr4A	454158237	461603454	0.0
chr4A	461603454	469048671	0.0
chr4A	469048671	476493888	0.0
chr4A	476493888	483939105	0.0
chr4A	483939105	491384322	0.0
chr4A	491384322	498829539	0.0
chr4A	498829539	506274756	0.0
chr4A	506274756	513719973	0.0
chr4A	513719973	521165190	0.0
chr4A	521165190	528610407	0.0
chr4A	528610407	536055624	0.0
chr4A	536055624	543500841	0.0
chr4A	543500841	550946058	0.0
chr4A	550946058	558391275	0.0
chr4A	558391275	565836492	0.0
chr4A	565836492	573281709	0.0
chr4A	573281709	580726926	0.0
chr4A	580726926	588172143	0.0
chr4A	588172143	595617360	0.0
chr4A	595617360	603062577	9.402009370579796e-07
chr4A	603062577	610507794	2.417659552434805e-06
chr4A	610507794	617953011	2.2833451328550934e-06
chr4A	617953011	625398228	1.6117730349565365e-06
chr4A	625398228	632843445	2.5519739720145164e-06
chr4A	632843445	640288662	2.6862883915942273e-07
chr4A	640288662	647733879	4.029432587391341e-07
chr4A	647733879	655179096	6.715720978985569e-07
chr4A	655179096	662624313	1.746087454536248e-06
chr4A	662624313	670069530	6.715720978985569e-07
chr4A	670069530	677514747	9.402009370579796e-07
chr4A	677514747	684959964	6.715720978985569e-07
chr4A	684959964	692405181	1.2088297762174024e-06
chr4A	692405181	699850398	6.715720978985569e-07
chr4A	699850398	707295615	2.0147162936956708e-06
chr4A	707295615	714740832	3.7608037482319186e-06
chr4A	714740832	722186049	1.3431441957971137e-07
chr4A	722186049	729631266	1.8804018741159593e-06
chr4A	729631266	737076483	2.0147162936956708e-06
chr4A	737076483	744521700	3.0892316503333615e-06
chr4B	0	6731003	2.822759104400934e-06
chr4B	6731003	13462006	1.634228955179488e-06
chr4B	13462006	20193009	2.228494029790211e-06
chr4B	20193009	26924012	4.456988059580422e-07
chr4B	26924012	33655015	2.9713253730536147e-07
chr4B	33655015	40386018	5.942650746107229e-07
chr4B	40386018	47117021	1.4856626865268074e-07
chr4B	47117021	53848024	0.0
chr4B	53848024	60579027	1.4856626865268074e-07
chr4B	60579027	67310030	0.0
chr4B	67310030	74041033	0.0
chr4B	74041033	80772036	0.0
chr4B	80772036	87503039	5.942650746107229e-07
chr4B	87503039	94234042	1.4856626865268074e-07
chr4B	94234042	100965045	1.039963880568765e-06
chr4B	100965045	107696048	7.428313432634037e-07
chr4B	107696048	114427051	2.9713253730536147e-07
chr4B	114427051	121158054	0.0
chr4B	121158054	127889057	0.0
chr4B	127889057	134620060	0.0
chr4B	134620060	141351063	0.0
chr4B	141351063	148082066	0.0
chr4B	148082066	154813069	0.0
chr4B	154813069	161544072	0.0
chr4B	161544072	168275075	0.0
chr4B	168275075	175006078	0.0
chr4B	175006078	181737081	0.0
chr4B	181737081	188468084	0.0
chr4B	188468084	195199087	0.0
chr4B	195199087	201930090	0.0
chr4B	201930090	208661093	0.0
chr4B	208661093	215392096	0.0
chr4B	215392096	222123099	0.0
chr4B	222123099	228854102	0.0
chr4B	228854102	235585105	0.0
chr4B	235585105	242316108	0.0
chr4B	242316108	249047111	0.0
chr4B	249047111	255778114	0.0
chr4B	255778114	262509117	0.0
chr4B	262509117	269240120	0.0
chr4B	269240120	275971123	0.0
chr4B	275971123	282702126	0.0
chr4B	282702126	289433129	0.0
chr4B	289433129	296164132	0.0
chr4B	296164132	302895135	0.0
chr4B	302895135	309626138	0.0
chr4B	309626138	316357141	0.0
chr4B	316357141	323088144	0.0
chr4B	323088144	329819147	0.0
chr4B	329819147	336550150	0.0
chr4B	336550150	343281153	0.0
chr4B	343281153	350012156	0.0
chr4B	350012156	356743159	0.0
chr4B	356743159	363474162	0.0
chr4B	363474162	370205165	0.0
chr4B	370205165	376936168	0.0
chr4B	376936168	383667171	0.0
chr4B	383667171	390398174	0.0
chr4B	390398174	397129177	0.0
chr4B	397129177	403860180	0.0
chr4B	403860180	410591183	0.0
chr4B	410591183	417322186	0.0
chr4B	417322186	424053189	0.0
chr4B	424053189	430784192	0.0
chr4B	430784192	437515195	0.0
chr4B	437515195	444246198	0.0
chr4B	444246198	450977201	0.0
chr4B	450977201	457708204	0.0
chr4B	457708204	464439207	0.0
chr4B	464439207	471170210	0.0
chr4B	471170210	477901213	0.0
chr4B	477901213	484632216	0.0
chr4B	484632216	491363219	0.0
chr4B	491363219	498094222	0.0
chr4B	498094222	504825225	0.0
chr4B	504825225	511556228	0.0
chr4B	511556228	518287231	0.0
chr4B	518287231	525018234	7.428313432634037e-07
chr4B	525018234	531749237	1.039963880568765e-06
chr4B	531749237	538480240	2.228494029790211e-06
chr4B	538480240	545211243	1.4856626865268075e-06
chr4B	545211243	551942246	8.913976119160844e-07
chr4B	551942246	558673249	3.7141567163170182e-06
chr4B	558673249	565404252	1.1885301492214459e-06
chr4B	565404252	572135255	5.942650746107229e-07
chr4B	572135255	578866258	7.428313432634037e-07
chr4B	578866258	585597261	5.942650746107229e-07
chr4B	585597261	592328264	1.9313614924848496e-06
chr4B	592328264	599059267	1.039963880568765e-06
chr4B	599059267	605790270	1.9313614924848496e-06
chr4B	605790270	612521273	1.039963880568765e-06
chr4B	612521273	619252276	7.428313432634037e-07
chr4B	619252276	625983279	4.456988059580422e-07
chr4B	625983279	632714282	0.0
chr4B	632714282	639445285	2.5256265670955723e-06
chr4B	639445285	646176288	1.1885301492214459e-06
chr4B	646176288	652907291	3.7141567163170182e-06
chr4B	652907291	659638294	1.634228955179488e-06
chr4B	659638294	666369297	1.3370964178741267e-06
chr4B	666369297	673100300	4.456988059580422e-07
chr4D	0	5096668	1.96206619697418e-06
chr4D	5096668	10193336	3.92413239394836e-07
chr4D	10193336	15290004	3.92413239394836e-07
chr4D	15290004	20386672	1.96206619697418e-07
chr4D	20386672	25483340	0.0
chr4D	25483340	30580008	1.96206619697418e-07
chr4D	30580008	35676676	0.0
chr4D	35676676	40773344	0.0
chr4D	40773344	45870012	0.0
chr4D	45870012	50966680	0.0
chr4D	50966680	56063348	0.0
chr4D	56063348	61160016	0.0
chr4D	61160016	66256684	0.0
chr4D	66256684	71353352	0.0
chr4D	71353352	76450020	0.0
chr4D	76450020	81546688	0.0
chr4D	81546688	86643356	0.0
chr4D	86643356	91740024	0.0
chr4D	91740024	96836692	0.0
chr4D	96836692	101933360	0.0
chr4D	101933360	107030028	0.0
chr4D	107030028	112126696	0.0
chr4D	112126696	117223364	0.0
chr4D	117223364	122320032	0.0
chr4D	122320032	127416700	0.0
chr4D	127416700	132513368	0.0
chr4D	132513368	137610036	0.0
chr4D	137610036	142706704	0.0
chr4D	142706704	147803372	0.0
chr4D	147803372	152900040	0.0
chr4D	152900040	157996708	0.0
chr4D	157996708	163093376	0.0
chr4D	163093376	168190044	0.0
chr4D	168190044	173286712	0.0
chr4D	173286712	178383380	0.0
chr4D	178383380	183480048	0.0
chr4D	183480048	188576716	0.0
chr4D	188576716	193673384	0.0
chr4D	193673384	198770052	0.0
chr4D	198770052	203866720	0.0
chr4D	203866720	208963388	0.0
chr4D	208963388	214060056	0.0
chr4D	214060056	219156724	0.0
chr4D	219156724	224253392	0.0
chr4D	224253392	229350060	0.0
chr4D	229350060	234446728	0.0
chr4D	234446728	239543396	0.0
chr4D	239543396	244640064	0.0
chr4D	244640064	249736732	0.0
chr4D	249736732	254833400	0.0
chr4D	254833400	259930068	0.0
chr4D	259930068	265026736	0.0
chr4D	265026736	270123404	0.0
chr4D	270123404	275220072	0.0
chr4D	275220072	280316740	0.0
chr5A	0	7084415	2.2584786464372853e-06
chr5A	7084415	14168830	1.1292393232186427e-06
chr5A	14168830	21253245	2.1173237310349548e-06
chr5A	21253245	28337660	4.23464746206991e-07
chr5A	28337660	35422075	1.1292393232186427e-06
chr5A	35422075	42506490	8.46929492413982e-07
chr5A	42506490	49590905	1.9761688156326246e-06
chr5A	49590905	56675320	2.8230983080466066e-07
chr5A	56675320	63759735	5.646196616093213e-07
chr5A	63759735	70844150	1.9761688156326246e-06
chr5A	70844150	77928565	5.646196616093213e-07
chr5A	77928565	85012980	2.8230983080466066e-07
chr5A	85012980	92097395	7.057745770116517e-07
chr5A	92097395	99181810	4.23464746206991e-07
chr5A	99181810	106266225	2.8230983080466066e-07
chr5A	106266225	113350640	5.646196616093213e-07
chr5A	113350640	120435055	0.0
chr5A	120435055	127519470	0.0
chr5A	127519470	134603885	0.0
chr5A	134603885	141688300	0.0
chr5A	141688300	148772715	0.0
chr5A	148772715	155857130	0.0
chr5A	155857130	162941545	0.0
chr5A	162941545	170025960	0.0
chr5A	170025960	177110375	0.0
chr5A	177110375	184194790	0.0
chr5A	184194790	191279205	0.0
chr5A	191279205	198363620	0.0
chr5A	198363620	205448035	0.0
chr5A	205448035	212532450	0.0
chr5A	212532450	219616865	0.0
chr5A	219616865	226701280	0.0
chr5A	226701280	233785695	0.0
chr5A	233785695	240870110	0.0
chr5A	240870110	247954525	0.0
chr5A	247954525	255038940	0.0
chr5A	255038940	262123355	0.0
chr5A	262123355	269207770	0.0
chr5A	269207770	276292185	0.0
chr5A	276292185	283376600	0.0
chr5A	283376600	290461015	0.0
chr5A	290461015	297545430	0.0
chr5A	297545430	304629845	0.0
chr5A	304629845	311714260	0.0
chr5A	311714260	318798675	0.0
chr5A	318798675	325883090	0.0
chr5A	325883090	332967505	0.0
chr5A	332967505	340051920	0.0
chr5A	340051920	347136335	0.0
chr5A	347136335	354220750	0.0
chr5A	354220750	361305165	0.0
chr5A	361305165	368389580	0.0
chr5A	368389580	375473995	0.0
chr5A	375473995	382558410	0.0
chr5A	382558410	389642825	0.0
chr5A	389642825	396727240	0.0
chr5A	396727240	403811655	0.0
chr5A	403811655	410896070	0.0
chr5A	410896070	417980485	8.46929492413982e-07
chr5A	417980485	425064900	8.46929492413982e-07
chr5A	425064900	432149315	0.0
chr5A	432149315	439233730	1.5527040694256336e-06
chr5A	439233730	446318145	2.1173237310349548e-06
chr5A	446318145	453402560	1.4115491540233033e-06
chr5A	453402560	460486975	1.1292393232186427e-06
chr5A	460486975	467571390	5.505041700690883e-06
chr5A	467571390	474655805	2.9642532234489368e-06
chr5A	474655805	481740220	4.093492546667579e-06
chr5A	481740220	488824635	2.2584786464372853e-06
chr5A	488824635	495909050	1.1292393232186427e-06
chr5A	495909050	502993465	1.4115491540233033e-07
chr5A	502993465	510077880	1.4115491540233033e-06
chr5A	510077880	517162295	2.8230983080466066e-07
chr5A	517162295	524246710	8.46929492413982e-07
chr5A	524246710	531331125	0.0
chr5A	531331125	538415540	1.9761688156326246e-06
chr5A	538415540	545499955	1.5527040694256336e-06
chr5A	545499955	552584370	2.540788477241946e-06
chr5A	552584370	559668785	1.4115491540233033e-06
chr5A	559668785	566753200	7.057745770116517e-07
chr5A	566753200	573837615	4.799267123679231e-06
chr5A	573837615	580922030	1.1292393232186427e-06
chr5A	580922030	588006445	1.1292393232186427e-06
chr5A	588006445	595090860	7.057745770116517e-07
chr5A	595090860	602175275	1.4115491540233033e-07
chr5A	602175275	609259690	5.646196616093213e-07
chr5A	609259690	616344105	1.270394238620973e-06
chr5A	616344105	623428520	9.880844078163123e-07
chr5A	623428520	630512935	0.0
chr5A	630512935	637597350	0.0
chr5A	637597350	644681765	0.0
chr5A	644681765	651766180	5.646196616093213e-07
chr5A	651766180	658850595	7.057745770116517e-07
chr5A	658850595	665935010	1.5527040694256336e-06
chr5A	665935010	673019425	8.46929492413982e-07
chr5A	673019425	680103840	1.270394238620973e-06
chr5A	680103840	687188255	1.693858984827964e-06
chr5A	687188255	694272670	8.46929492413982e-07
chr5A	694272670	701357085	1.4115491540233033e-06
chr5B	0	7129071	4.208121927807985e-07
chr5B	7129071	14258142	2.8054146185386568e-06
chr5B	14258142	21387213	1.4027073092693284e-06
chr5B	21387213	28516284	1.5429780401962612e-06
chr5B	28516284	35645355	8.41624385561597e-07
chr5B	35645355	42774426	1.1221658474154626e-06
chr5B	42774426	49903497	4.208121927807985e-07
chr5B	49903497	57032568	9.818951164885298e-07
chr5B	57032568	64161639	1.1221658474154626e-06
chr5B	64161639	71290710	1.8235195020501268e-06
chr5B	71290710	78419781	4.208121927807985e-07
chr5B	78419781	85548852	1.2624365783423956e-06
chr5B	85548852	92677923	1.4027073092693282e-07
chr5B	92677923	99806994	0.0
chr5B	99806994	106936065	0.0
chr5B	106936065	114065136	0.0
chr5B	114065136	121194207	1.4027073092693282e-07
chr5B	121194207	128323278	0.0
chr5B	128323278	135452349	0.0
chr5B	135452349	142581420	1.4027073092693282e-07
chr5B	142581420	149710491	0.0
chr5B	149710491	156839562	0.0
chr5B	156839562	163968633	0.0
chr5B	163968633	171097704	0.0
chr5B	171097704	178226775	0.0
chr5B	178226775	185355846	0.0
chr5B	185355846	192484917	0.0
chr5B	192484917	199613988	0.0
chr5B	199613988	206743059	0.0
chr5B	206743059	213872130	0.0
chr5B	213872130	221001201	0.0
chr5B	221001201	228130272	0.0
chr5B	228130272	235259343	0.0
chr5B	235259343	242388414	0.0
chr5B	242388414	249517485	0.0
chr5B	249517485	256646556	0.0
chr5B	256646556	263775627	0.0
chr5B	263775627	270904698	0.0
chr5B	270904698	278033769	0.0
chr5B	278033769	285162840	0.0
chr5B	285162840	292291911	0.0
chr5B	292291911	299420982	0.0
chr5B	299420982	306550053	0.0
chr5B	306550053	313679124	0.0
chr5B	313679124	320808195	0.0
chr5B	320808195	327937266	2.8054146185386565e-07
chr5B	327937266	335066337	4.208121927807985e-07
chr5B	335066337	342195408	1.4027073092693282e-07
chr5B	342195408	349324479	0.0
chr5B	349324479	356453550	8.41624385561597e-07
chr5B	356453550	363582621	9.818951164885298e-07
chr5B	363582621	370711692	0.0
chr5B	370711692	377840763	0.0
chr5B	377840763	384969834	0.0
chr5B	384969834	392098905	2.8054146185386565e-07
chr5B	392098905	399227976	4.208121927807985e-07
chr5B	399227976	406357047	1.9637902329770596e-06
chr5B	406357047	413486118	8.41624385561597e-07
chr5B	413486118	420615189	5.610829237077313e-07
chr5B	420615189	427744260	8.41624385561597e-07
chr5B	427744260	434873331	1.8235195020501268e-06
chr5B	434873331	442002402	1.1221658474154626e-06
chr5B	442002402	449131473	1.4027073092693282e-07
chr5B	449131473	456260544	1.4027073092693282e-07
chr5B	456260544	463389615	3.226226811319455e-06
chr5B	463389615	470518686	2.244331694830925e-06
chr5B	470518686	477647757	1.9637902329770596e-06
chr5B	477647757	484776828	1.9637902329770596e-06
chr5B	484776828	491905899	1.8235195020501268e-06
chr5B	491905899	499034970	0.0
chr5B	499034970	506164041	1.4027073092693282e-07
chr5B	506164041	513293112	5.610829237077313e-07
chr5B	513293112	520422183	1.8235195020501268e-06
chr5B	520422183	527551254	3.226226811319455e-06
chr5B	527551254	534680325	3.226226811319455e-06
chr5B	534680325	541809396	9.818951164885298e-07
